document_id,timestamp,volume,absolute_value
eslevu200239_BR2294_ID735,2020-05-23T22:15:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-23T22:30:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-23T22:45:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-23T23:00:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-23T23:15:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-23T23:30:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-23T23:45:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-24T00:00:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-24T00:15:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-24T00:30:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-24T00:45:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-24T01:00:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-24T01:15:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-24T01:30:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-24T01:45:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-24T02:00:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-24T02:15:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-24T02:30:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-24T02:45:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-24T03:00:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-24T03:15:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-24T03:30:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-24T03:45:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-24T04:00:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-24T04:15:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-24T04:30:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-24T04:45:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-24T05:00:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-24T05:15:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-24T05:30:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-24T05:45:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-24T06:00:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-24T06:15:00+00:00,0.0,0.0
eslevu200239_BR2294_ID735,2020-05-24T06:30:00+00:00,0.0,0.0
