document_id,timestamp,volume,absolute_value
eslevu274385_BR2294_ID735,2021-04-03T22:15:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-03T22:30:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-03T22:45:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-03T23:00:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-03T23:15:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-03T23:30:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-03T23:45:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-04T00:00:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-04T00:15:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-04T00:30:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-04T00:45:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-04T01:00:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-04T01:15:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-04T01:30:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-04T01:45:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-04T02:00:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-04T02:15:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-04T02:30:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-04T02:45:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-04T03:00:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-04T03:15:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-04T03:30:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-04T03:45:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-04T04:00:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-04T04:15:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-04T04:30:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-04T04:45:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-04T05:00:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-04T05:15:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-04T05:30:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-04T05:45:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-04T06:00:00+00:00,0.0,0.0
eslevu274385_BR2294_ID735,2021-04-04T06:15:00+00:00,0.0,0.0
